Original Text,Replacement Text,Phonemes,Languages,Voice IDs,Active,Ignore Case,App Bundle IDs
"The man pleaded guilty to seven charges involving the attack and a further three charges over the grooming and sexual abuse of another girl, aged 11, between August 2016 and April 2017.",Der Mann bekannte sich in sieben Anklagepunkten des Angriffs und weiteren drei Anklagepunkten wegen <v>der Pflege </v>und des sexuellen Missbrauchs eines anderen Mädchens im Alter von 11 Jahren zwischen August 2016 und April 2017 schuldig.,Der Mann bekannte sich in sieben Fällen des Angriffs und in drei weiteren Fällen des Grooming und sexuellen Missbrauchs eines anderen Mädchens im Alter von 11 Jahren zwischen August 2016 und April 2017 schuldig.,0.4835317238174936,,TRUE,FALSE,
The 12-year-old victim had been walking along a track when she looked back and saw him suddenly emerge from the bushes armed with a large tree branch and a knife.,"Das 12-jährige Opfer war einen Weg entlang gelaufen, als sie zurückblickte und sah, wie er plötzlich mit einem großen Baumzweig und einem Messer bewaffnet aus dem Gebüsch auftauchte.","Das 12-jährige Opfer ging auf einem Weg, als sie sich umdrehte und sah, wie er plötzlich mit einem großen Stock und einem Messer bewaffnet aus dem Gebüsch sprang.",0.905374396794964,,TRUE,FALSE,
An example of a camouflage Ghillie suit the man used.,Ein Beispiel für eine <v>Tarnung Ghillie Anzug der Mann verwendet</v>.,"Ein Beispiel eines Ghillie-Tarnanzugs, den der Mann benutzt hat.",0.7476846565706068,,TRUE,FALSE,
"When she pleaded ""stop, stop, stop,"" he put her in a headlock and forced her into the scrub.","Als sie flehte: „Stopp, Stop, Stop“, <v>steckte er sie in einen Schnurrbart </v>und zwang sie ins Gestrüpp.","Als sie „Stopp, Stopp, Stopp“ flehte, nahm er sie in einen Schwitzkasten und zwang sie ins Gestrüpp.",0.3348220445188675,,TRUE,FALSE,
"The man told the girl: ""Shhh, don't scream. Don't scream or I'll have to hurt you.""","Der Mann sagte zu dem Mädchen: „Shhh, <v>schreien Sie</v> nicht. <v>Schreien Sie </v>nicht, sonst muss ich<v> Ihnen </v>weh tun.“","Der Mann sagte zu dem Mädchen: „Psst, nicht schreien. Schrei nicht, sonst muss ich dir wehtun.“",0.0,,TRUE,FALSE,
"Holding the knife in his right hand, he tied her hands and feet with cable ties before lashing her to the tree and abusing her for almost an hour. After he cut her loose, the girl ran crying hysterically to school.","Er hielt das Messer in der rechten Hand und fesselte ihre Hände und Füße mit Kabelbindern, bevor er sie <v>an den Baum schlug </v>und sie fast eine Stunde lang misshandelte. Nachdem er sie losgeschnitten hatte, rannte das Mädchen hysterisch zur Schule.","Mit dem Messer in der rechten Hand fesselte er ihre Hände und Füße mit Kabelbindern, bevor er sie an den Baum band und sie dort fast eine Stunde lang missbrauchte. Nachdem er sie losgeschnitten hatte, rannte das Mädchen hysterisch weinend zur Schule.",0.6165974271940499,,TRUE,FALSE,
The man arrived at work about 9.30am after failing to reply to several text messages and phone calls from colleagues.,"Der Mann kam gegen 9.30 Uhr zur Arbeit, nachdem er auf mehrere SMS und Anrufe von Kollegen nicht geantwortet hatte.","Der Mann kam gegen 9.30 Uhr an seinem Arbeitsplatz an, nachdem er auf mehrere Textnachrichten und Anrufe von Kollegen nicht geantwortet hatte.",1.0,,TRUE,FALSE,
"With dirt, grass and tree matter on his clothes, he claimed to have been involved in a road rage incident where he had chased another driver into the bush and fallen down an embankment.","Mit Schmutz, Gras und Baummaterial an seiner Kleidung behauptete er, in einen <v>Straßenwütigen-Vorfall </v>verwickelt gewesen zu sein, bei dem er einen anderen Fahrer in den Busch gejagt und<v> eine Böschung hinabgestürzt hatte</v>.","Mit Schmutz, Gras und Baumbewuchs auf seiner Kleidung behauptete er, in einen Zwischenfall von Aggression im Straßenverkehr verwickelt gewesen zu sein, bei dem er einen anderen Fahrer in den Busch gejagt hatte und eine Böschung hinuntergefallen war.",0.2714523143640622,,TRUE,FALSE,
The man's sentencing hearing continues on Tuesday.,Die Urteilsverkündung des Mannes geht am Dienstag weiter.,Die Anhörung zur Verurteilung des Mannes wird am Dienstag fortgesetzt.,0.9131963847559988,,TRUE,FALSE,
No federal charges in fatal California police shooting,Keine Bundesanklage bei tödlicher Schießerei der kalifornischen Polizei,Keine Bundesanklage nach tödlicher Polizei-Schießerei in Kalifornien,0.9694122847549678,,TRUE,FALSE,
"Federal authorities declined to pursue civil rights charges Thursday against Sacramento police officers who fatally shot an unarmed black man, a killing that sparked protests and spurred changes to a state law governing when authorities can use deadly force.","Die Bundesbehörden weigerten sich am Donnerstag, zivilrechtliche Anklagen gegen Polizeibeamte aus Sacramento zu erheben, die einen unbewaffneten Schwarzen tödlich erschossen hatten, ein Mord, der Proteste auslöste und Änderungen an einem staatlichen Gesetz anregte, das regelt, wann Behörden tödliche Gewalt anwenden können.","Die Bundesbehörden haben am Donnerstag abgelehnt, zivilrechtliche Klagen gegen Polizeioffiziere aus Sacramento zu verfolgen, die einen unbewaffneten afroamerikanischen Mann erschossen haben – ein Mord, der Proteste ausgelöst und der Veränderungen im Landesgesetz angeregt hat, welches regelt, wann die öffentliche Hand tödliche Gewalt anwenden darf.",0.8620033723791674,,TRUE,FALSE,
"The U.S. Attorney's Office and the FBI said a federal review of the 2018 shooting of 22-year-old Stephon Clark found ""insufficient evidence"" to pursue charges against Officers Terrance Mercadal and Jared Robinet. Both will be returned to active duty.","Die US-Staatsanwaltschaft und das FBI sagten, eine Überprüfung der Erschießung des 22-jährigen Stephon Clark im Jahr 2018 habe „unzureichende Beweise“ gefunden, um Anklagen gegen die Offiziere Terrance Mercadal und Jared Robinet zu verfolgen. Beide werden in den aktiven Dienst zurückkehren.","Die US- Staatsanwaltschaft und das FBI sagten, dass bei einer bundesstaatlichen Überprüfung des Mordes des 22-jährigen Stephon Clark im Jahr 2018 „unzureichend Beweise“ gefunden wurden, um eine Klage gegen die Polizisten Terrance Mercadal und Jared Robinet weiter zu verfolgen. Beide Polizisten werden in den aktiven Dienst zurückkehren.",0.7826702608025344,,TRUE,FALSE,
The California attorney general's office in March declined to issue state criminal charges after a nearly yearlong investigation. Attorney General Xavier Becerra said then evidence showed the officers had reason to believe their lives were in danger because he was advancing toward them holding what they thought was a gun. Investigators found only a cellphone.,"Die kalifornische Generalstaatsanwaltschaft lehnte es im März nach einer fast einjährigen Untersuchung ab, staatliche Strafanzeigen zu erstatten. Generalstaatsanwalt Xavier Becerra sagte, dass dann Beweise zeigten, dass die Beamten Grund zu der Annahme hatten, dass ihr Leben in Gefahr sei, weil er auf sie zuging und <v>hielt, was sie für eine Waffe hielten</v>. Ermittler fanden nur ein Handy.","Die kalifornische Generalstaatsanwaltschaft lehnte im März nach fast einem Jahr von Ermittlungen ab, staatliche Anklage zu erheben. Justizminister Xavier Becerra sagte, dass die Beweise darauf hindeuteten, dass die Polizisten Grund zur Annahme hätten, dass sich ihr Leben in Gefahr befände, da das Opfer sich ihnen mit einem Gegenstand in der Hand näherte, der ihres Erachtens ein Gewehr hätte sein können. Ermittler konnten nur ein Mobiltelefon ausfindig machen.",0.6906179003641734,,TRUE,FALSE,
Sacramento police also announced Thursday their internal investigation did not find any policy or training violations.,"Die Polizei von Sacramento gab ebenfalls am Donnerstag bekannt, dass ihre internen Ermittlungen keine Verstöße gegen die Richtlinien oder die Ausbildung festgestellt hätten.","Die Polizei von Sacramento gab am Donnerstag ebenfalls bekannt, dass ihre innere Ermittlung keine Verletzung der Regeln oder des Trainings erkennen ließ.",1.0,,TRUE,FALSE,
"""Although no policy violations occurred in this incident or in the events leading up to it, we are committed to implementing strategies that may prevent similar tragedies in the future,"" Sacramento Police Chief Daniel Hahn said in a statement.","„Obwohl bei diesem Vorfall oder den Ereignissen davor keine <v>politischen Verstöße</v> aufgetreten sind, sind wir entschlossen, Strategien umzusetzen, die ähnliche Tragödien in der Zukunft verhindern können“, sagte der Polizeichef von Sacramento, Daniel Hahn, in einer Erklärung.","„Obwohl in diesem Fall oder in den dazu führenden Begebenheiten keine Verletzung der Regeln vorgefallen ist, verpflichten wir uns dazu, Strategien einzuführen, die ähnliche Vorfälle in Zukunft verhindern sollen“, sagte der Sacramento-Polizeichef Daniel Hahn in einer Stellungsnahme.",0.8456215330481509,,TRUE,FALSE,
"Clark's brother, Stevante Clark, posted on Facebook Thursday that he was in a meeting with federal and local authorities. ""These people have failed when it comes to (accountability),"" he wrote.","Clarks Bruder, Stevante Clark, postete am Donnerstag auf Facebook, dass er sich in einem Treffen mit Bundes- und lokalen Behörden befinde. „Diese Leute haben versagt, wenn es um (Rechenschaft) geht“, schrieb er.","Der Bruder von Clark, Stevante Clark, schrieb am Donnerstag auf Facebook, dass er sich in einem Treffen mit lokalen und Bundesbehörden befinden würde. „Diese Menschen haben (bei der Verantwortlichkeit) versagt“, schrieb er.",1.0,,TRUE,FALSE,
"Authorities have said the officers believed Clark was approaching them with a gun after he ran from them into his grandparents"" backyard. The officers had been pursuing Clark after receiving calls about someone breaking car windows and an elderly neighbor's sliding glass door.","Die Behörden sagten, dass die Beamten glaubten, dass Clark sich ihnen mit einer Waffe näherte, nachdem er von ihnen in den Hinterhof seiner Großeltern gerannt war. Die Beamten hatten Clark verfolgt, nachdem sie Anrufe erhalten hatten, dass jemand Autoscheiben zerbrach und die Glasschiebetür eines älteren Nachbarn.","Behörden haben gesagt, dass die Polizisten geglaubt hätten, dass sich Clark ihnen mit einem Gewehr genähert hätte, nachdem er vor ihnen in den Garten seiner Großeltern gerannt ist. Die Polizisten haben Clark verfolgt, nachdem sie Anrufe darüber erhalten hatten, dass jemand Autofenster und eine Glasschiebetür eines älteren Nachbarn eingeschlagen hätte.",0.7839353861493369,,TRUE,FALSE,
The officers shot Clark seven times as he approached them.,"Die Polizisten schossen sieben Mal auf Clark, als er sich ihnen näherte.","Die Polizisten feuerten sieben Schüsse auf Clark ab, als er sich ihnen näherte.",1.0,,TRUE,FALSE,
"The federal investigation looked at evidence such as witness statements, audio and video recordings, dispatch records, police reports, and autopsy reports to determine whether the officers acted willfully with the intent to use objectively unreasonable force.","Die Bundesuntersuchung untersuchte Beweise wie Zeugenaussagen, Audio- und Videoaufzeichnungen, <v>Versandaufzeichnungen</v>, Polizeiberichte und Autopsieberichte, um festzustellen, ob die Beamten vorsätzlich mit der Absicht handelten, objektiv unvernünftige Gewalt anzuwenden.","Die bundesstaatliche Ermittlung betrachtete Beweise wie z. B. Zeugenaussagen, Audio- und Videoaufnahmen, Protokolle von Polizeieinsätzen, Polizeiberichte und Obduktionsberichte, um festzustellen, ob die Polizisten vorsätzlich in der Absicht gehandelt hätten, objektiv unangemessene Gewalt auszuüben.",0.6588795090957176,,TRUE,FALSE,
"Lawmakers last month updated the nation's oldest law governing police use of deadly force, making it now among the country's most comprehensive when combined with additional training.","Letzten Monat aktualisierten die Gesetzgeber das älteste Gesetz des Landes, das den Einsatz tödlicher Gewalt durch die Polizei regelt, und machen es jetzt zu einem der umfassendsten des Landes, wenn es mit zusätzlicher Ausbildung kombiniert wird.","Gesetzgeber haben letzten Monat das älteste Gesetz des Landes aktualisiert, welches das Anwenden von tödlicher Gewalt durch Polizisten regelt, sodass es nun in Verbindung mit zusätzlichem Training zu den umfassendsten Gesetzen des Landes gehört.",0.9177087230662732,,TRUE,FALSE,
"California's old standard made it rare for police officers to be charged following a shooting and rarer still for them to be convicted. It was based on the doctrine of ""reasonable fear,"" meaning if prosecutors or jurors believed officers had a reason to fear for their safety, they could use lethal force.","Kaliforniens alter Standard machte es selten, dass Polizeibeamte nach einer Schießerei angeklagt wurden und noch seltener, dass sie verurteilt wurden. Er basierte auf der Doktrin der „vernünftigen Angst“, was bedeutet, wenn Staatsanwälte oder Geschworene glaubten, dass Beamte einen Grund hatten, <v>um ihre Sicherheit zu fürchten</v>, konnten sie tödliche Gewalt anwenden.","Wegen des alten Standards in Kalifornien wurden Polizeibeamte nach einer Schießerei selten angeklagt und noch seltener verurteilt. Dieser basierte auf einer Doktrin von „angemessener Angst“, was bedeutete, dass wenn ein Staatsanwalt oder die Geschworenen glauben, dass die Polizisten Grund dafür hatten, um ihre Sicherheit zu fürchten, sie tödliche Gewalt anwenden durften.",0.5138584616218596,,TRUE,FALSE,
"The new law, which takes effect Jan. 1, will allow police to use deadly force only when ""necessary"" to defend against an imminent threat of death or serious injury to officers or bystanders.","Das neue Gesetz, das am 1. Januar in Kraft tritt, wird es der Polizei erlauben, tödliche Gewalt nur anzuwenden, wenn sie „notwendig“ ist, um sich gegen eine drohende Todesdrohung oder schwere Verletzung von Beamten oder Zuschauern zu verteidigen.","Das neue Gesetz, welches am 1. Januar in Kraft tritt, wird es Polizisten nur dann erlauben, tödliche Gewalt anzuwenden, wenn diese „notwendig“ ist, um sich gegen eine unmittelbare Bedrohung zu verteidigen, die zum Tod oder einer schweren Verletzung von Polizisten oder Umstehenden führen könnte.",0.8561296285495654,,TRUE,FALSE,
Pope warns tech execs to use AI for the common good,"Papst <v>warnt</v> Techniker, KI für das Gemeinwohl zu nutzen","Papst ermahnt Vertreter von Tech-Unternehmen dazu, KI für das Gemeinwohl einzusetzen",0.8107267373140726,,TRUE,FALSE,
"Pope Francis on Friday warned tech company executives, diplomats and financiers that the race to create artificial intelligence and other forms of digital development pose the risk of increasing social inequality unless the work is accompanied by an ethical evaluation of the common good.","Papst Franziskus warnte am Freitag Führungskräfte von Technologieunternehmen, Diplomaten und Finanziers, dass der Wettlauf um künstliche Intelligenz und andere Formen der digitalen Entwicklung das Risiko einer zunehmenden sozialen Ungleichheit birgt, wenn die Arbeit nicht von einer ethischen Bewertung des Gemeinwohls begleitet wird.","Papst Franziskus hat am Freitag Vertreter von Tech-Unternehmen, Diplomaten und Investoren davor gewarnt, dass das Rennen um künstliche Intelligenz und andere Formen der digitalen Entwicklung die Gefahr einer zunehmenden sozialen Ungleichheit birgt, wenn die Arbeit nicht einer ethischen Evaluation bezüglich des Gemeinwohls unterliegt.",0.9638769979319188,,TRUE,FALSE,
"Francis addressed a Vatican conference that brought government envoys and Facebook and Google representatives together with philosophers, physicists and ethicists. A smattering of academics and Catholic bishops rounded out participants at ""The Common Good in the Digital Age"" conference.","Franziskus sprach vor einer vatikanischen Konferenz, die Regierungsvertreter, Facebook- und Google-Vertreter mit Philosophen, Physikern und Ethikern zusammenbrachte. Akademiker und katholische Bischöfe rundeten die Teilnehmer der Konferenz „Das Gemeinwohl im digitalen Zeitalter“ ab.","Franziskus sprach auf einer Konferenz im Vatikan, die Regierungsenvoys und Vertreter von Facebook und Google mit Philosophen, Physikern und Ethikern zusammenbrachte. Ein kleiner Kreis an Akademikern und katholischen Bischöfen rundete das Teilnehmerfeld der Konferenz „Das Gemeinwohl im digitalen Zeitalter“ ab.",0.9638769979319188,,TRUE,FALSE,
The three-day gathering is the latest evidence of the Vatican wanting a place in the debate over the prospects and perils of artificial intelligence.,"Das dreitägige Treffen ist der jüngste Beweis dafür, dass der Vatikan einen Platz in der Debatte über die Perspektiven und Gefahren künstlicher Intelligenz haben will.","Das drei Tage lange Treffen ist der jüngste Beweis dafür, dass der Vatikan an der Debatte über die Aussichten und Gefahren der künstlichen Intelligenz teilnehmen will.",1.0,,TRUE,FALSE,
"The debates included technology advancements in warfare and the future of work with increasing reliance on machines, as well as a case study examining the Christchurch, New Zealand, massacre and decisions taken by social media companies after video spread of the carnage.","Die Debatten umfassten technologische Fortschritte in der Kriegsführung und die Zukunft der Arbeit mit zunehmender Abhängigkeit von Maschinen sowie eine Fallstudie, die das Massaker in Christchurch, Neuseeland, untersuchte und Entscheidungen von Social-Media-Unternehmen nach der Videoverbreitung des Gemetzels traf.","In der Debatte ging es auch um technologische Fortschritte in der Kriegsführung und die Zukunft der Arbeit durch die größer werdende Abhängigkeit von Maschinen sowie um eine Fallstudie, die auf das Massaker in Christchurch, New Zealand, und die Entscheidungen von Social-Media-Unternehmen, nachdem ein Video der Gewalttat verbreitet wurde, eingeht.",1.0,,TRUE,FALSE,
"In his speech to the conference, Francis praised the potential of technological progress, noting that machines at the dawn of the industrial revolution spared workers dangerous and monotonous labor. But he warned that increased reliance on robotics for the sake of profits risked depriving people of the dignity of labor.","In seiner Rede vor der Konferenz lobte Franziskus das Potenzial des technologischen Fortschritts und stellte fest, dass Maschinen zu Beginn der industriellen Revolution den Arbeitern gefährliche und monotone Arbeit ersparten. Aber er warnte, dass eine zunehmende Abhängigkeit von Robotik um der Profite willen riskiere, den Menschen die Würde der Arbeit zu nehmen.","In seiner Rede zu den Teilnehmern der Konferenz pries Franziskus das Potenzial des technologischen Fortschritts und merkte an, dass zu Beginn der industriellen Revolution die Maschinen den Arbeitern gefährliche und monotone Arbeiten erspart hatte. Er warnte aber auch davor, dass die fortschreitende Abhängigkeit von Maschinen nur um des Profits willen den Menschen die Würde der Arbeit nehmen könnte.",1.0,,TRUE,FALSE,
"""If technological advancement became the cause of increasingly evident inequalities, it would not be true and real progress,"" he warned. ""If mankind's so-called technological progress were to become an enemy of the common good, this would lead to an unfortunate regression to a form of barbarism dictated by the law of the strongest.""","„Wenn der technologische Fortschritt die Ursache immer offensichtlicherer Ungleichheiten werden würde, wäre das kein wahrer und echter Fortschritt“, warnte er. „Wenn der sogenannte technologische Fortschritt der Menschheit zum Feind des Gemeinwohls werden würde, würde dies zu einem unglücklichen Rückfall in eine Form der Barbarei führen, die vom Gesetz des Stärkeren diktiert wird.“","„Wenn der technologische Fortschritt zur Ursache für steigende Ungleichheit werden würde, würde es kein echter Fortschritt sein“, sagte er. „Wenn der sogenannte technologische Fortschritt der Menschheit der Feind des Gemeinwohls werden würde, würde das zu einem bedauerlichen Rückfall zu einer Art der Barbarei führen, wo das Recht des Stärkeren gilt.“",1.0,,TRUE,FALSE,
"Organizers of the conference said they hoped to tap into participants"" expertise identify possible future advisers for the Catholic Church on high tech issues.","Die Organisatoren der Konferenz sagten, sie hofften, die Expertise der Teilnehmer zu nutzen, um mögliche zukünftige Berater für die katholische Kirche in High-Tech-Fragen zu identifizieren.","Die Organisatoren der Konferenz sagten, dass sie hofften, die Expertise der Teilnehmer zu nutzen, um für die Zukunft mögliche Berater in technischen Fragen für die katholische Kirche zu finden.",0.9638769979319188,,TRUE,FALSE,
The House voted Friday to block the national emergency declaration President Donald Trump is using to fund his proposed border wall.,"Das Repräsentantenhaus stimmte am Freitag dafür, die nationale Notstandserklärung zu blockieren, mit der Präsident Donald Trump seine geplante Grenzmauer finanziert.","Das Repräsentantenhaus stimmte am Freitag für eine Blockierung der nationalen Notstandserklärung, die Präsident Donald Trump zur Finanzierung seiner geplanten Grenzmauer nutzt.",1.0,,TRUE,FALSE,
"The Democratic-held chamber passed a resolution to terminate Trump's action by a 236-174 margin, sending it to the president. Eleven Republicans and one independent supported it. The Senate already approved the measure in a 54-41 vote, as 11 Republicans joined Democrats in backing it.","Die von den Demokraten gehaltene Kammer verabschiedete eine Resolution, um Trumps Aktion mit einer Marge von 236-174 zu beenden, und schickte sie an den Präsidenten. Elf Republikaner und ein Unabhängiger unterstützten sie. Der Senat stimmte der Maßnahme bereits mit 54:41 Stimmen zu, da 11 Republikaner sich den Demokraten anschlossen, um sie zu unterstützen.","Die von den Demokraten kontrollierte Kammer verabschiedete eine Resolution, mit der die Aktion von Trump mit einer Marge von 236 zu 174 beendet und an den Präsidenten übermittelt wurde. Elf Republikaner und ein Unabhängiger haben sie unterstützt. Der Senat billigte die Maßnahme bereits in einer Abstimmung mit 54 zu 41 Stimmen, nachdem sich 11 Republikaner den Demokraten angeschlossen hatten.",0.8313063928134731,,TRUE,FALSE,
"Trump will likely veto the resolution, the sixth time he will have blocked congressional legislation as president. He already vetoed a measure to end the emergency declaration in March.","Trump wird wahrscheinlich sein Veto gegen die Resolution einlegen, das sechste Mal, dass er die Gesetzgebung des Kongresses als Präsident blockiert hat. Er hat bereits im März sein Veto gegen eine Maßnahme zur Beendigung der Notstandserklärung eingelegt.","Trump wird wahrscheinlich ein Veto gegen die Resolution einlegen, womit er als Präsident bereits zum sechsten Mal die Gesetzgebung des Kongresses blockiert haben wird. Er hat bereits im März sein Veto gegen eine Maßnahme zur Beendigung der Notstandserklärung eingelegt.",0.9991185265996828,,TRUE,FALSE,
Neither chamber of Congress appears to have the two-thirds majority needed to override the president's opposition.,"Keine der beiden Kammern des Kongresses scheint die Zweidrittelmehrheit zu haben, die nötig ist, um die Opposition des Präsidenten zu überstimmen.","Keine der beiden Kammern des Kongresses scheint über die erforderliche Zweidrittelmehrheit zu verfügen, um die Ablehnung des Präsidenten zu überwinden.",1.0,,TRUE,FALSE,
"Failing to get the funding he desired for borders on the southern border from both the Mexican government and Congress, Trump declared the national emergency in February. His administration plans to pull $3.6 billion from military construction to fund border projects.","Da Trump sowohl von der mexikanischen Regierung als auch vom Kongress nicht die von ihm gewünschten Finanzmittel für die <v>Grenzen an der Südgrenze </v>erhielt, rief er im Februar den nationalen Notstand aus. Seine Regierung plant, 3,6 Milliarden Dollar aus dem Militärbau zu ziehen, um Grenzprojekte zu finanzieren.","Nachdem Trump sowohl von der mexikanischen Regierung als auch vom Kongress nicht die von ihm gewünschten Mittel für die Grenzen an der Südgrenze erhalten hatte, rief er im Februar den nationalen Notstand aus. Seine Regierung plant, 3,6 Milliarden US-Dollar aus dem militärischen Aufbau abzuziehen, um Grenzprojekte zu finanzieren.",0.6667204288344755,,TRUE,FALSE,
Democrats have accused Trump of both circumventing Congress' power of the purse and raiding key Defense funds for unnecessary barriers. A handful of Republicans in both the House and Senate also had concerns about the precedent Trump's declaration would set for executive overreach in the future.,"Die Demokraten werfen Trump vor, sowohl die <v>Macht des Kongresses über den Geldbeutel </v>zu umgehen als auch wichtige Verteidigungsfonds für unnötige Barrieren zu plündern. Eine Handvoll Republikaner sowohl im Repräsentantenhaus als auch im Senat hatten auch Bedenken <v>über den</v> Präzedenzfall, den Trumps Erklärung in Zukunft für exekutive Überschreitungen<v> vorsehen</v> würde.","Die Demokraten haben Trump beschuldigt, sowohl die finanziellen Befugnisse des Kongresses zu umgehen als auch wichtige Verteidigungsgelder für unnötige Barrieren zu plündern. Eine Handvoll Republikaner sowohl im Repräsentantenhaus als auch im Senat hatten auch Bedenken hinsichtlich des Präzedenzfalles, den Trump's Erklärung im Hinblick auf eine spätere Beschränkung der Exekutive schaffen würde.",0.4221949945722083,,TRUE,FALSE,
Some Senate Republicans facing elections next year have faced sharp political pressure over the national emergency vote.,"Einige Republikaner im Senat, die im nächsten Jahr vor Wahlen stehen, sind wegen der nationalen Notstandsabstimmung einem scharfen politischen Druck ausgesetzt.","Einige Republikaner im Senat, die im kommenden Jahr vor Wahlen stehen, sind wegen der nationalen Notstandsabstimmung unter starken politischen Druck geraten.",0.969758863246326,,TRUE,FALSE,
Google Marks Its 21st Birthday With a Doodle: All You Need to Know,"Google feiert seinen 21. Geburtstag mit einem Doodle: Alles, was Sie wissen müssen","Google feiert seinen 21. Geburtstag mit einem Doodle: Alles, was Sie wissen müssen",1.0,,TRUE,FALSE,
"Google is marking its own birthday today with a doodle. The doodle features a photo of a 90s' style computer with Google search page and date stamp for September 27, 1998, surrounded by confetti in Google colours. A smaller doodle with number 21 as candles, as a part of Google logo, shows on the search results page. The search giant was founded 21 years ago in 1998 by Larry Page and Sergey Brin, then students at Stanford University in California. September 27 is, however, not Google's actual birthday.","Google feiert heute seinen Geburtstag mit einem Doodle. Das Doodle zeigt ein Foto eines Computers im Stil der 90er Jahre mit Google-Suchseite und Datumsstempel für den 27. September 1998, umgeben von Konfetti in Google-Farben. Ein kleineres Doodle mit der Nummer 21 als Kerzen, als Teil des Google-Logos, zeigt auf der Suchergebnisseite. Gegründet wurde der Suchriese vor 21 Jahren im Jahr 1998 von Larry Page und Sergey Brin, damals Studenten an der Stanford University in Kalifornien.","Google feiert heute seinen eigenen Geburtstag mit einem Doodle. Das Doodle zeigt ein Foto eines Computers im Stil der 90er Jahre mit Google-Suchseite und Datumsstempel des 27. September 1998, das von Konfetti in Google-Farben umgeben ist. Ein kleineres Doodle mit der Nummer 21 als Kerzen, als Teil des Google-Logos, wird auf der Suchergebnisseite angezeigt. Der Suchgigant wurde vor 21 Jahren, 1998, von Larry Page und Sergey Brin, die damals Studenten an der Stanford University in Kalifornien waren, gegründet. Der 27. September ist jedoch nicht der eigentliche Geburtstag von Google.",0.8892662333465602,,TRUE,FALSE,
"If you take the company's incorporation date as its birthday, then Google was born on September 4, 1998, however, the company never celebrated the day as its birthday, at least not in the form of a doodle. Google celebrated September 7 as its birthday in doodles until 2005, following which it switched to September 27.","Nimmt man das Gründungsdatum des Unternehmens als Geburtstag, dann wurde Google am 4. September 1998 geboren, jedoch feierte das Unternehmen den Tag nie als Geburtstag, zumindest nicht in Form eines Doodles. Google feierte den 7. September bis 2005 als Geburtstag in Doodles, danach wechselte es auf den 27. September.","Nimmt man das Gründungsdatum des Unternehmens, dann wurde Google am 4. September 1998 geboren - allerdings hat das Unternehmen diesen Tag nie als Geburtstag gefeiert, zumindest nicht mit einem Doodle. Google feierte bis 2005 den 7. September als seinen Geburtstag mit Doodles und wechselte danach zum 27. September.",1.0,,TRUE,FALSE,
"Initially, the search engine was called ""BackRub"" and it was later renamed ""Google.""",Anfangs hieß die Suchmaschine „BackRub“ und wurde später in „Google“ umbenannt.,"Ursprünglich hieß die Suchmaschine „BackRub“, später wurde sie in „Google“ umbenannt.",1.0,,TRUE,FALSE,
"""We chose our systems name, Google, because it is a common spelling of googol, or 10100 and fits well with our goal of building very large-scale search engines,"" Sergey Brin and Lawrence (Larry) Page wrote in 1998 in a paper published about launching a prototype of a ""large-scale search engine.""","„Wir haben unseren Systemnamen Google gewählt, weil es eine gebräuchliche Schreibweise von googol oder 10100 ist und gut zu unserem Ziel passt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Papier, das über den Start eines Prototyps einer „großen Suchmaschine“ veröffentlicht wurde.","„Wir haben den Namen unseres Systems, Google, gewählt, weil er eine gängige Schreibweise von Googol oder 10 hoch 100 ist und weil er unsere Vision ausdrückt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel über den Launch eines Prototyps einer „groß angelegten Suchmaschine“.",1.0,,TRUE,FALSE,
"The company got its start thanks to Sun co-founder Andy Bechtolsheim who invested $100,000; in June 1999, the company had raised a $25 million round from Sequoia Capital and Kleiner Perkins. Google moved to its Mountain View location in the same year, where it remains. In 2001, the company was granted a patent for its technology.","Den Anfang machte Sun-Mitbegründer Andy Bechtolsheim, der 100.000 US-Dollar investierte; im Juni 1999 hatte das Unternehmen eine 25-Millionen-Dollar-Runde von Sequoia Capital und Kleiner Perkins <v>eingeworben</v>. Google zog noch im selben Jahr an seinen Standort Mountain View, wo es auch bleibt. 2001 erhielt das Unternehmen ein Patent für seine Technologie.","Das Unternehmen verdankt seinen Start dem Mitbegründer der Sun, Andy Bechtolsheim, der 100.000 Dollar investierte; Im Juni 1999 hatte das Unternehmen rund 25 Millionen Dollar von Sequoia Capital und Kleiner Perkins gesammelt. Im selben Jahr zog Google an seinen Standort in Mountain View um, wo es nach wie vor niedergelassen ist. Das Unternehmen hat 2001 ein Patent für seine Technologie erhalten.",0.6479467018031505,,TRUE,FALSE,
